DATAFLOW,AUDST,COMP_RN,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2019,2018,0,2018-06-30,INR,108141013171000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2019,2018,0,2018-07-31,INR,140728656365000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2019,2018,0,2018-07-31,INR,31578409066000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2019,2018,0,2018-07-31,INR,18589335638000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2019,2018,0,2018-07-31,INR,230014143000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2019,2018,0,2018-07-31,INR,12759059285000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2019,2018,0,2018-07-31,INR,777007901000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2019,2018,0,2018-07-31,INR,109150247299000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2019,2018,0,2018-08-31,INR,142714079311000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2019,2018,0,2018-08-31,INR,32135577806000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2019,2018,0,2018-08-31,INR,18468438637000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2019,2018,0,2018-08-31,INR,246704143000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2019,2018,0,2018-08-31,INR,13420435026000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2019,2018,0,2018-08-31,INR,807898610000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2019,2018,0,2018-08-31,INR,110578501505000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2019,2018,0,2018-09-30,INR,144229079194000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2019,2018,0,2018-09-30,INR,32917061486000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2019,2018,0,2018-09-30,INR,18429356802000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2019,2018,0,2018-09-30,INR,255804143000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2019,2018,0,2018-09-30,INR,14231900541000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2019,2018,0,2018-09-30,INR,823080445999.9999
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2019,2018,0,2018-09-30,INR,111312017708000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2019,2018,0,2018-10-31,INR,144263797712000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2019,2018,0,2018-10-31,INR,32506295223000.004
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2019,2018,0,2018-10-31,INR,18751351193000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2019,2018,0,2018-10-31,INR,245784143000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2019,2018,0,2018-10-31,INR,13509159887000.002
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2019,2018,0,2018-10-31,INR,861276055000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2019,2018,0,2018-10-31,INR,111757502489000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2019,2018,0,2018-11-30,INR,145187747829999.97
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2019,2018,0,2018-11-30,INR,32884742299000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2019,2018,0,2018-11-30,INR,19244460336000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2019,2018,0,2018-11-30,INR,257630713000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2019,2018,0,2018-11-30,INR,13382651250000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2019,2018,0,2018-11-30,INR,862586912000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2019,2018,0,2018-11-30,INR,112303005530999.98
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2019,2018,0,2018-12-31,INR,145496947685000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2019,2018,0,2018-12-31,INR,32786678529000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2019,2018,0,2018-12-31,INR,19509951207000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2019,2018,0,2018-12-31,INR,250726713000.00003
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2019,2018,0,2018-12-31,INR,13026000609000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2019,2018,0,2018-12-31,INR,789739440000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2019,2018,0,2018-12-31,INR,112710269156000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2019,2018,0,2019-01-31,INR,147587831804000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2019,2018,0,2019-01-31,INR,33425706363000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2019,2018,0,2019-01-31,INR,19867347588000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2019,2018,0,2019-01-31,INR,258496397000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2019,2018,0,2019-01-31,INR,13299862378000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2019,2018,0,2019-01-31,INR,783235133000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2019,2018,0,2019-01-31,INR,114162125441000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2019,2018,0,2019-02-28,INR,149398183138000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2019,2018,0,2019-02-28,INR,34569176846999.996
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2019,2018,0,2019-02-28,INR,20294506697000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2019,2018,0,2019-02-28,INR,262019179000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2019,2018,0,2019-02-28,INR,14012650970999.998
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2019,2018,0,2019-02-28,INR,762646419000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2019,2018,0,2019-02-28,INR,114829006291000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2019,2018,0,2019-03-31,INR,154320668561000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2019,2018,0,2019-03-31,INR,37104635596000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2019,2018,0,2019-03-31,INR,20522092774000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2019,2018,0,2019-03-31,INR,317419179000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2019,2018,0,2019-03-31,INR,16265123643000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2019,2018,0,2019-03-31,INR,845610583000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2019,2018,0,2019-03-31,INR,117216032965000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2019-04-30,INR,153786042371999
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2019-04-30,INR,35861665580000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2019-04-30,INR,20920669914000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2019-04-30,INR,276602177000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2019-04-30,INR,14664393489000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2019-04-30,INR,879133395000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2019-04-30,INR,117924376791999
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2019-05-31,INR,154210773988000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2019-05-31,INR,35735708055000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2019-05-31,INR,21173664910000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2019-05-31,INR,284522177000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2019-05-31,INR,14277520968000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2019-05-31,INR,871548399000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2019-05-31,INR,118475065933000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2019-06-30,INR,154161040007000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2019-06-30,INR,35496356957000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2019-06-30,INR,21166767575000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2019-06-30,INR,296832177000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2019-06-30,INR,14032757205000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2019-06-30,INR,892497302000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2019-06-30,INR,118664683050000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2019-07-31,INR,155677815179000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2019-07-31,INR,35745637998000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2019-07-31,INR,20987045690000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2019-07-31,INR,360090000000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2019-07-31,INR,14398502308000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2019-07-31,INR,888055655000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2019-07-31,INR,119932177181000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2019-08-31,INR,156770904006000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2019-08-31,INR,35942953353000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2019-08-31,INR,20826338470000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2019-08-31,INR,309818115000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2019-08-31,INR,14806796768000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2019-08-31,INR,937488184000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2019-08-31,INR,120827950653000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2019-09-30,INR,158141674580000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2019-09-30,INR,36464057982000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2019-09-30,INR,20891979714000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2019-09-30,INR,319808115000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2019-09-30,INR,15252270153000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2019-09-30,INR,969499168000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2019-09-30,INR,121677616598000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2019-10-31,INR,159553619854000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2019-10-31,INR,36705977683000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2019-10-31,INR,21618809349000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2019-10-31,INR,312118115000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2019-10-31,INR,14775050219000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2019-10-31,INR,952542801000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2019-10-31,INR,122847642171000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2019-11-30,INR,159457485330000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2019-11-30,INR,36527599779000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2019-11-30,INR,21724877720000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2019-11-30,INR,323118115000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2019-11-30,INR,14479603944000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2019-11-30,INR,948967833000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2019-11-30,INR,122929885551000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2019-12-31,INR,160629780299999
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2019-12-31,INR,36885358157000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2019-12-31,INR,21806007521000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2019-12-31,INR,339789115000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2019-12-31,INR,14739561521000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2019-12-31,INR,914653475000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2019-12-31,INR,123744422142999
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2020-01-31,INR,164186245011283.6
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2020-01-31,INR,38018152083283.6
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2020-01-31,INR,22187762015283.6
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2020-01-31,INR,338559717000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2020-01-31,INR,15491830351000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2020-01-31,INR,921984647000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2020-01-31,INR,126168092928000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2020-02-29,INR,164590268640326.6
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2020-02-29,INR,38688538336326.6
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2020-02-29,INR,22554264118326.6
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2020-02-29,INR,345579717000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2020-02-29,INR,15788694501000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2020-02-29,INR,928121430000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2020-02-29,INR,125901730304000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2020,2019,0,2020-03-31,INR,167999634543000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2020,2019,0,2020-03-31,INR,41259478772000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2020,2019,0,2020-03-31,INR,23497483748000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2020,2019,0,2020-03-31,INR,385071717000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2020,2019,0,2020-03-31,INR,17376923307000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2020,2019,0,2020-03-31,INR,975631418000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2020,2019,0,2020-03-31,INR,126740155771000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2020-04-30,INR,170341327696999.9
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2020-04-30,INR,40403208940999.9
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2020-04-30,INR,24246651979999.9
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2020-04-30,INR,395701717000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2020-04-30,INR,15760855244000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2020-04-30,INR,983049455000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2020-04-30,INR,129938118756000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2020-05-31,INR,172309082707999.9
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2020-05-31,INR,41190646548999.9
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2020-05-31,INR,25127865945999.9
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2020-05-31,INR,415278442000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2020-05-31,INR,15647502161000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2020-05-31,INR,983335489000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2020-05-31,INR,131118436159000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2020-06-30,INR,173152457733000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2020-06-30,INR,41745249604000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2020-06-30,INR,25628354461000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2020-06-30,INR,387156834000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2020-06-30,INR,15729738309000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2020-06-30,INR,977694186000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2020-06-30,INR,131407208129000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2020-07-31,INR,176258030430000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2020-07-31,INR,42647974773000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2020-07-31,INR,25762934989000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2020-07-31,INR,397065731000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2020-07-31,INR,16487974053000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2020-07-31,INR,962669750000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2020-07-31,INR,133610055657000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2020-08-31,INR,176479718498000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2020-08-31,INR,42822812555000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2020-08-31,INR,25831108975000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2020-08-31,INR,399635731000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2020-08-31,INR,16592067849000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2020-08-31,INR,974359826000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2020-08-31,INR,133656905943000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2020-09-30,INR,177397645282000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2020-09-30,INR,43249744199000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2020-09-30,INR,25852427250000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2020-09-30,INR,428215731000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2020-09-30,INR,16969101218000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2020-09-30,INR,977146835000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2020-09-30,INR,134147901083000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2020-10-31,INR,178037392362999.9
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2020-10-31,INR,42859809043999.9
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2020-10-31,INR,26195783777000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2020-10-31,INR,407165731000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2020-10-31,INR,16256859535999.9
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2020-10-31,INR,949670308000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2020-10-31,INR,135177583319000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2020-11-30,INR,179379388787000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2020-11-30,INR,43483753649000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2020-11-30,INR,26735341029000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2020-11-30,INR,419035830000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2020-11-30,INR,16329376790000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2020-11-30,INR,969584201000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2020-11-30,INR,135895635138000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2020-12-31,INR,180553719853000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2020-12-31,INR,44099287645000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2020-12-31,INR,26815121717000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2020-12-31,INR,417884161000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2020-12-31,INR,16866281767000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2020-12-31,INR,949651723000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2020-12-31,INR,136454432208000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2021-01-31,INR,184066657320000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2021-01-31,INR,45647041927000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2021-01-31,INR,27072128990000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2021-01-31,INR,432221472000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2021-01-31,INR,18142691465000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2021-01-31,INR,995788882000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2021-01-31,INR,138419615393000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2021-02-28,INR,185637641200999.9
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2021-02-28,INR,46042953841999.9
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2021-02-28,INR,27350849611999.9
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2021-02-28,INR,447741283000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2021-02-28,INR,18244362947000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2021-02-28,INR,1015924378000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2021-02-28,INR,139594687359000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2021,2020,0,2021-03-31,INR,188445777520000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2021,2020,0,2021-03-31,INR,47942993510000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2021,2020,0,2021-03-31,INR,27518284540000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2021,2020,0,2021-03-31,INR,473507880000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2021,2020,0,2021-03-31,INR,19951201090000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2021,2020,0,2021-03-31,INR,1019348470000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2021,2020,0,2021-03-31,INR,140502784010000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2022,2021,0,2021-04-30,INR,189190371237000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2022,2021,0,2021-04-30,INR,47108628509000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2022,2021,0,2021-04-30,INR,28028043156000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2022,2021,0,2021-04-30,INR,455086983000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2022,2021,0,2021-04-30,INR,18625498370000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2022,2021,0,2021-04-30,INR,1043554054000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2022,2021,0,2021-04-30,INR,142081742728000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2022,2021,0,2021-05-31,INR,190121256891000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2022,2021,0,2021-05-31,INR,47406778810000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2022,2021,0,2021-05-31,INR,28612643789000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2022,2021,0,2021-05-31,INR,484511483000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2022,2021,0,2021-05-31,INR,18309623538000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2022,2021,0,2021-05-31,INR,1029253742000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2022,2021,0,2021-05-31,INR,142714478081000
